actor_id,movie_id,role,id
175234,11440,"Müller",1939
175268,46169,"Hamish Campbell",1940
175381,33923,"Rower No. 42",1941
175398,18960,"Lt. Richard M. Colby",1942
175511,290070,"DEF SS officer",1943
175619,62076,Duffy,1944
175619,86282,"Doctor Van Helsing",1945
175622,216312,"Officer Danziger",1946
175626,257459,Francis,1947
175629,26844,"George McFly",1948
175641,257459,Sanderson,1949
175647,17760,"Actor Boy Friend",1950
175652,159172,"Walter Donovan",1951
175652,313478,"Gen. Veers",1952
175815,198435,"Franz (the burglar)",1953
176051,256632,Grapple,1954
176100,241141,"Newstand proprietor",1955
176193,123572,Clergyman,1956
176250,86274,Karl,1957
176697,289109,"Pvt. Stanley Mellish",1958
176797,17760,"Lacey Party Guest",1959
176805,62076,Policeman,1960
176811,18498,"Brother Magillicutty",1961
176837,342384,"Charlie the Hotel Clerk",1962
176891,193253,Phil,1963
176918,306032,"Bad Boy Lincoln",1964
176935,130358,"Terrorist Without Shirt",1965
177161,86274,"Station Manager",1966
177361,131780,"Truck Driver at Diner",1967
177616,117874,"School Bus Boy",1968
177622,281937,Pedro,1969
177639,302329,"Mr. Shlubb",1970
177970,200521,"Reno Security Guard",1971
178173,163625,Spike,1972
178305,14942,"Baby Rodrigo",1973
178631,123572,"Young Englishman",1974
178632,337166,"Additional Voices",1975
178720,30959,"Gotham City Police Officer",1976
178861,218415,"James P. ""Sulley"" Sullivan",1977
178883,56304,Himself,1978
178912,109590,Baz,1979
178992,121538,Marine,1980
179004,11440,Detering,1981
179034,13978,"Guy in Restaurant (scenes del",1982
179060,70404,"Stupid blonde",1983
179092,346949,Fighter,1984
179181,40199,"Louie (the bartender)",1985
179327,13978,"Buddy #1",1986
179373,235676,"Ernest Weylin",1987
179487,159172,"Man at Hitler Rally",1988
179493,290070,"Mr. Nussbaum",1989
179569,280803,Correspondent,1990
179600,235676,Adams,1991
179668,120528,Greg,1992
179749,289109,"Pvt. Ron Parker",1993
179906,271095,"German Soldier",1994
179928,342384,"Dr. Owen Fletcher",1995
180149,112290,"Detective Stern",1996
180212,131780,"Cicero's '60s Crew",1997
180230,198435,"",1998
180230,212097,"Master of Ceremonies",1999
180306,352639,"Maitre d' at Ernie's",2000
180316,165961,"Ben Meadows",2001
180452,319181,Morino,2002
180480,302150,"The Shepherd",2003
180499,165961,"Clarinet Player in Music Stor",2004
180508,113504,Nemo,2005
180512,224842,"Man in bar",2006
180540,13978,Murray,2007
180541,17760,"Alvy's Classmate",2008
180586,312934,"Von Scherbach's orderly",2009
180610,121538,Marine,2010
180617,306312,"Bar Patron #1",2011
180792,375706,Cop,2012
180843,64729,Guest,2013
180845,64833,"Extra in street scene",2014
181102,26352,"Hypnotized Guard",2015
181212,182955,"Wife Beater",2016
181212,200521,Firefighter,2017
181316,18960,Agent,2018
181384,273543,Detective,2019
181384,352639,"Officer who falls off roof to",2020
181402,163485,"",2021
181512,306032,Tommy,2022
181517,144861,Sawyer,2023
181749,313479,"Gamorrean guard",2024
181901,281546,"Phillip Morgan",2025
181901,316323,"Guy Haines",2026
182013,309597,"Reporter #1",2027
182028,235062,"Roger O. Thornhill",2028
182028,235676,"T.R. Devlin",2029
182155,326155,"Stickup Man",2030
182165,313479,Ewok,2031
182193,182955,"Louis Fontaine",2032
182578,312934,"Price (security)",2033
182657,307913,"Sig Poliakoff",2034
182782,307913,"Mobster at banquet",2035
182782,319181,"",2036
182987,310141,Max,2037
183012,131780,"Bar Patron",2038
183174,109590,Niarchos,2039
183308,310141,Colton,2040
183450,26844,"Scooter Kid #1",2041
183481,313479,Ewok,2042
183772,319516,"Kahuna's Father",2043
183860,86274,"Boy at Airport",2044
183894,267038,Zed,2045
184068,56044,"Signor Ferrari",2046
184070,90772,"Seth Devlin",2047
184076,319181,"Newsreel cameraman",2048
184089,144861,Ezra,2049
184089,235062,"Silent State Police detective",2050
184167,324371,"Future Inhabitant",2051
184178,324371,"Future Inhabitant",2052
184190,324371,"Future Inhabitant",2053
184235,159172,Roscoe,2054
184235,313059,"Eyeball Chambers",2055
184237,200521,"WDKK Floor Director",2056
184634,112290,"Richard Chesler",2057
184754,324371,"Airport Rescue Driver",2058
184890,56304,"Americo Capelli",2059
185099,70391,Morrisey,2060
185103,289109,"Pvt. Don Wilson",2061
185177,33923,"Sheik Ilderim",2062
185177,177138,"Lord High Steward",2063
185211,11440,"Gerard Duval",2064
185218,117874,Tex,2065
185265,123572,Collins,2066
185621,312963,Scientist,2067
185661,12937,Figaro,2068
185663,256632,Marine,2069
185677,375706,Punk,2070
185826,281937,"Dr. C.C. Hill",2071
186117,230151,"Milton K. Steinman",2072
186142,70391,"Gordon Winslow",2073
186148,280803,Himself,2074
186266,159172,"Deputy Sheriff",2075
186266,165961,Boater,2076
186266,271095,"Peruvian Porter",2077
186334,289109,"German #3 (voice on bullhorn)",2078
186410,1711,Ape,2079
186432,230151,"Jack Snowden",2080
186474,312934,"Bit part",2081
186613,337166,"Additional Voices",2082
187020,198435,Schraenker,2083
187136,14110,"Ninja 1",2084
187154,123572,Subaltern,2085
187155,163288,"Bus passenger",2086
187203,120528,Justin,2087
187569,186431,Guillermo,2088
187569,328277,"Enrique Salceda",2089
187733,56304,"Maitre d' at Disco",2090
187743,14942,Daniel,2091
188095,324371,Marty,2092
188144,182955,"Meyer Harris 'Mickey' Cohen",2093
188193,37057,"Dr. Bennett (Senior)",2094
188411,177138,"The Duke/The Banker/The Parso",2095
188411,186439,"Prince Feisal",2096
188411,313478,"Obi-Wan Kenobi",2097
188411,313479,"Obi-Wan Kenobi",2098
188463,224842,"Brendan Harris",2099
188640,276085,"Arnold The Shrink",2100
188683,12937,"Count Almaviva",2101
188900,187908,Giorgio,2102
189068,123572,"Boy with Goat",2103
189080,123572,"Policeman at Chauri Chaura",2104
189318,89147,"Police Sergeant",2105
189962,200521,Luis,2106
190134,186439,"Club secretary",2107
190161,240922,"Slim, dock henchman",2108
190221,90772,"Donnie Darko",2109
191278,256632,"Kursar: Jack's Crew",2110
191335,33848,"Victor Sailes",2111
191385,131240,"Wounded soldier in pain",2112
191476,346949,"Little Bill Daggett",2113
191512,198435,"",2114
191851,289109,"Pvt. Stan Debernardo",2115
192135,163485,"Potter's bodyguard",2116
192135,216964,Shipbuilder,2117
192145,375706,Cop,2118
192157,121538,Marine,2119
192284,324371,"Future Inhabitant",2120
192342,306312,"Chris Barry",2121
192454,334212,"Spence Robinson, Tom's Father",2122
192732,163288,Danker,2123
192749,56044,"Gambler Inquiring About Casin",2124
192749,319181,"",2125
192776,316323,"Mr. Anthony",2126
192796,33923,Gaspar,2127
192796,334212,"Nathan Radley",2128
192859,56304,Judge,2129
192961,97765,"Tom Nelson",2130
192969,97765,"Robert Miller",2131
192976,18960,"Chief Phillips",2132
192978,193253,Slick,2133
192999,310141,"Mortuary keeper",2134
193119,91758,"Man in Drug Store",2135
193204,18498,"Chee-Chee, Satan, Mimey, Kitc",2136
193225,18498,Chee-Chee,2137
193293,313479,"Doda Bodonawieedo/Boba Fett (",2138
193313,200521,"Jimmy Gator",2139
193316,91758,"Mr. Jackson",2140
193316,221130,"Sen. Monroe (objecting to fri",2141
193371,163288,Drunk,2142
193432,187908,Monroe,2143
193572,131780,"Bruce's Brother #1",2144
193666,281937,Mechanic,2145
193730,123572,"Dr. Herman Kallenbach",2146
193860,163485,"Carter (bank examiner)",2147
193995,276217,"Radio play background voice",2148
194025,216312,"Edmondo Bocca",2149
194118,324371,"Gen Corp. Guard",2150
194181,313478,"Luke Skywalker/Echo Base Anno",2151
194181,313479,"Luke Skywalker",2152
194183,340247,Bells,2153
194220,131240,"Yankee soldier in Shantytown",2154
194231,216964,Worker,2155
194299,127627,"Beach Dancer",2156
194327,240922,"'Pop' Doyle",2157
194349,117874,"The Minister",2158
194366,15936,"Alphonse Paquette",2159
194366,165961,"Mayor Larry Vaughn",2160
194683,64833,"Extra in street scene",2161
194812,11108,"Master of Ceremonies",2162
195174,240922,"Tommy Collins",2163
195193,121538,Marine,2164
195218,26352,Duby,2165
195228,26352,Duby,2166
195384,163625,"Postal Supervisor",2167
195417,26352,"Goon Ray",2168
195428,117874,"Forrest Gump",2169
195428,289109,"Capt. John Miller",2170
195428,337166,Woody,2171
195497,46169,"Edward, Prince of Wales",2172
195625,37057,Cashier,2173
195625,117874,"Barracks Recruit",2174
195707,270971,"Eddie Eagan",2175
195801,163485,"",2176
195900,56304,"Pit Boss",2177
195951,32178,"Additional Voices",2178
196015,32178,"Additional Voices",2179
196132,250612,Doctor,2180
196155,159172,"Principal SS Officer at Castl",2181
196165,26844,"Pinhead Guitarist",2182
196193,271095,"German Agent",2183
196201,232275,"Bayiev Chastain",2184
196375,281937,"Young Japanese man",2185
196618,289109,"Senior Medical Officer",2186
196646,123572,"Ramsay MacDonald",2187
196662,216312,"Desk sergeant",2188
196729,117874,"Wounded Soldier",2189
196853,281546,"Mr. Kentley",2190
196890,340247,Michael,2191
196896,159172,Herman,2192
196975,273585,Tabbs,2193
196983,26844,"Old Man Peabody",2194
196997,121538,Eightball,2195
196997,129439,"Guy Richardson",2196
197090,319516,"Hologram Soda Jerk",2197
197159,117874,"University Dean",2198
197260,123572,"Lord Louis Mountbatten",2199
197485,193253,Dog,2200
197529,273543,"Newlywed man",2201
197533,241141,Sharkey,2202
197548,324371,"Future Inhabitant",2203
197703,151052,Rogan,2204
197705,117874,"Local Anchor #1",2205
197710,352639,"Elster's gateman",2206
197758,324371,"Matthew Paul",2207
197824,241141,"Reporter #3",2208
197859,121538,Marine,2209
197954,271095,Katanga,2210
198005,250612,"Private in the attack",2211
198087,11108,Doorman,2212
198090,326155,"Senator Charles Palantine",2213
198178,37057,"Ed's Father",2214
198198,129185,"Marcus Aurelius",2215
198198,346949,"English Bob",2216
198204,141544,"Albert Torena",2217
198204,302150,Macro,2218
198243,85669,"Man in phone booth",2219
198243,169942,"Courtroom extra",2220
198403,190166,"Mr. Papadopolous",2221
198499,182955,"Pierce Patchett's Bodyguard",2222
198687,121538,Marine,2223
198727,121538,Marine,2224
198761,307913,"Official #2",2225
198904,159172,"Professor Stanton",2226
198904,313478,"Romas 'Lock' Navander",2227
198922,232275,"Cliff Weismeyer",2228
199164,302329,"The Salesman",2229
199193,291698,"Library Janitor",2230
199290,37057,"Chicken Plant Operator",2231
199348,273585,Chalcroft,2232
199368,144861,Coy,2233
199408,64729,"Newspaper man",2234
199445,336683,Blaine,2235
199470,134672,"News reporter",2236
199474,141544,Detective,2237
199534,123572,"Prison Officer",2238
199843,30959,"",2239
199915,313478,"Tigran Jamiro (rebel officer)",2240
200155,306032,"Bricktop's Barman",2241
200362,30959,"Richard Earle",2242
200362,40199,"Roy Batty",2243
200466,342384,"Airport Security",2244
200525,131665,"Billy McBride",2245
200578,250612,"Proprietor of cafe",2246
200895,33923,"Quintus Arrius",2247
200895,186439,"Gen. Lord Edmund Allenby",2248
200904,163485,"Tommy Bailey",2249
200942,86282,Blacksmith,2250
200989,1711,Ape,2251
200993,319181,"Camera assistant",2252
201013,90772,Teacher,2253
201013,112290,"Banquet Guest",2254
201013,200521,"Seminar Attendee 'Bob'",2255
201049,123572,Kinnoch,2256
201166,156234,"Second Yakuza",2257
201214,86274,Eddie,2258
201221,221130,Speaker,2259
201221,235676,"Defense Counsel",2260
201222,241141,"Patrick 'Patsy' Goldberg",2261
201256,92616,"Brig. Gen. Jack D. Ripper",2262
201301,121538,Marine,2263
201354,131780,"Defense Attorney",2264
201448,346949,"Lippy MacGregor",2265
201490,121538,Marine,2266
201541,17760,Comic,2267
201563,346949,"Paddy McGee",2268
201685,141544,"Donald Breedan",2269
201922,109590,Victor,2270
201936,121538,Marine,2271
202045,200521,"Sir Edmund William Godfrey/Yo",2272
202117,316323,"Lt. Campbell",2273
202122,30182,"Grandpa Greenfield",2274
202184,33923,Jesus,2275
202443,334212,"Cecil Jacobs",2276
202517,121538,Marine,2277
202552,186439,"Reporter at Lawrence's funera",2278
202699,235062,"Radio announcer",2279
202905,129439,Photographer,2280
203346,290070,"SS bureaucrat",2281
203362,240922,"Mutt, drunk pan-handler",2282
203471,30182,"Johnny Goodlooking (man on co",2283
203532,26352,"Baby Bunting",2284
203727,352639,"Gavin Elster",2285
203902,64729,"Bit part",2286
203928,129185,Cassius,2287
204331,134672,"Bill (waiter)",2288
204388,235062,Lieutenant,2289
204388,273543,Policeman,2290
204388,319181,"Police sergeant",2291
204493,10920,"Timmy Jorden",2292
204621,240922,"Timothy J. 'Kayo' Dugan",2293
204660,56044,"Victor Laszlo",2294
204719,10920,Bishop,2295
204719,89147,"FBI Agent Murphy",2296
204719,230151,"Network Lawyer",2297
204833,121538,Marine,2298
204845,289558,"Charles Goodson",2299
204980,120528,Dancer,2300
204980,127627,"Beach Dancer",2301
205020,127627,"Beach Dancer",2302
205121,134672,"DJ voice",2303
205176,30431,"",2304
205176,123572,G.O.C.,2305
205211,117874,"Young Man Running",2306
205383,313479,Ewok,2307
205401,92616,"Burpelson AFB Defense Team me",2308
205554,64833,"Extra in boxing scene",2309
205588,346949,"Train person #2",2310
205617,56304,"Gambler in Phone Booth",2311
205617,131780,Dealer,2312
205617,141544,"Sergeant Heinz",2313
205617,241141,Monkey,2314
205634,276085,"Uncle Hank",2315
206142,186439,"",2316
206325,120528,"Lead Salsa Dancer",2317
206338,14942,"Boy Caretaker 2",2318
206431,30431,"",2319
206439,64833,"Extra in boxing scene",2320
206451,308396,"Animagine employee",2321
206644,224842,"Sean's father",2322
206648,117874,Doctor,2323
206715,26844,"Milton Baines",2324
206863,129439,"Billie's Band Member",2325
207002,33923,"Judah Ben-Hur",2326
207002,336683,"Ramon Miguel 'Mike' Vargas",2327
207058,290070,"Josef Bau",2328
207178,54726,"Boy at Coney Island",2329
207190,97342,Bucky,2330
207195,31274,Heywood,2331
207222,131780,"Drug Buyer",2332
207258,131240,"Hungry soldier",2333
207258,221130,"Soapbox speaker",2334
207373,163485,"Building & Loan depositor",2335
207426,267038,"The Gimp",2336
207520,289109,"Soldier on the Beach",2337
207555,230151,"Bill Herron",2338
207563,131240,"John Wilkes",2339
207608,70404,Chief,2340
207644,70391,"Sir D",2341
207649,287719,Kimar,2342
207665,257459,Parker,2343
207747,156234,Ohara,2344
207847,31274,"Supply Clerk",2345
207869,271095,Gobler,2346
207878,200521,"Mackey Disciple Twin #1",2347
207879,200521,"Mackey Disciple Twin #2",2348
207903,280803,Correspondent,2349
207984,326155,"Tall Secret Service Man",2350
208265,316323,"Carnival game proprietor",2351
208287,123572,"Soldier/train guard",2352
208327,11108,"Leading man",2353
208660,82681,"Detective 2",2354
208661,82681,"Detective 1",2355
208682,62076,"Russ Yelburton",2356
208931,156234,Kimura,2357
208983,33848,"Father Rabin",2358
208991,280803,"Dr. Bonnachoven",2359
209002,62076,Sophie,2360
209005,163485,"Peter Bailey (Pa)",2361
209006,30959,"Shadow Warrior",2362
209041,1711,Ape,2363
209054,316323,"Man under merry-go-round",2364
209069,12937,"Kappelmeister Bonno",2365
209103,240922,"Jocko, Bartender",2366
209482,371844,"Ushitora Follower",2367
209719,159172,"Young Panama Hat",2368
209729,127627,"Beach Dancer",2369
209748,235062,"Man who misses bus",2370
209748,235676,"Man Drinking Champagne at Par",2371
209748,266574,"Man in Cowboy Hat",2372
209748,273543,"Man winding clock in songwrit",2373
209748,273585,"Man outside phone booth",2374
209748,281546,"Man walking in street after o",2375
209748,316323,"Man boarding train carrying a",2376
209748,352639,"Man walking past boatyard",2377
209755,280803,"Chief of correspondents",2378
209765,33848,Stan,2379
209790,218346,"Douglas Monster",2380
209799,169942,"Himself ('Behind Us Comes Ger",2381
209815,56304,"Cop in Restaurant",2382
210144,306032,Reuben,2383
210153,267038,"Ed Sullivan",2384
210175,342384,"Officer #1",2385
210341,131780,Mailman,2386
210452,337830,"Store Security Officer (plain",2387
210510,313059,"Donelley Twin",2388
210515,313059,"Donelley Twin",2389
210534,130358,Bob,2390
210554,37057,"Some Farmer",2391
210566,273585,"Mullen, the Chauffeur",2392
210579,121538,"Daddy D.A.",2393
210699,198435,"",2394
210928,90772,"Police Officer",2395
210953,200521,"Phil Parma",2396
210962,120528,Dancer,2397
210962,127627,"Beach Dancer",2398
211027,290070,"Montelupich colonel",2399
211175,281546,"David Kentley",2400
211188,2136,"Dave Dragon",2401
211188,287782,Blake,2402
211209,121538,Marine,2403
211245,121538,Marine,2404
211261,121538,Marine,2405
211379,37057,Townsperson,2406
211427,289558,"Jerry the Banker",2407
211557,30959,"District Attorney Carlton Fin",2408
211557,210511,"Jimmy Grantz",2409
211590,230151,"Max Schumacher",2410
211590,312934,"Sgt. J.J. Sefton",2411
211590,319181,"Joe Gillis",2412
211786,313479,"Lt. Renz (Imperial officer in",2413
211857,62076,"Farmer in the Valley",2414
211872,30182,Waiter,2415
211903,290070,"Gestapo agent",2416
211935,280270,Fats,2417
212016,186439,Driver,2418
212027,163288,Detective,2419
212113,313478,"Lando's aide (Lobot)",2420
212193,309597,Orderly,2421
212283,10830,Ash,2422
212348,163288,"Auto Camp manager",2423
212348,163485,"Mr. Partridge (school princip",2424
212581,302696,"J. Cumberland Spendrill III",2425
212760,17676,Angel,2426
212765,37057,"Spectre Citizen",2427
212795,326155,Extra,2428
212824,131240,"Melanie's son",2429
213195,40199,"Hannibal Chew",2430
213195,62076,Kahn,2431
213419,307913,"",2432
213555,271095,"Major Eaton",2433
213607,117874,"Himself (in Vietnam)",2434
213646,10920,"Lt. Gorman",2435
213676,218346,"",2436
213744,13978,Student,2437
213744,306312,"Paul Barry",2438
213815,18960,Photojournalist,2439
213815,70404,Babalugats,2440
213816,319181,Doctor,2441
213875,86282,"Baker Fuksa",2442
213908,30431,Narrator,2443
213908,123572,"Sir George Hodge",2444
214155,280803,"Master of Ceremonies",2445
214300,290070,"Himself/Schindler mourner",2446
214412,46169,Balliol,2447
214412,123572,"General Edgar",2448
214423,33923,Spintho,2449
214528,17760,"Man in Theatre Line",2450
214725,308396,Odin,2451
214812,187908,Adams,2452
214902,193253,Doorman,2453
214973,30959,Waiter,2454
214990,131240,"Southern dandy",2455
215052,129185,Juba,2456
215078,336683,Man,2457
215081,186431,"Helicopter Pilot",2458
215112,280803,Himself,2459
215160,37057,"Piano Student",2460
215190,109093,"Irate Customer",2461
215312,30959,"Swat team member",2462
215331,30959,Tramp,2463
215357,121538,"Pvt. Cowboy",2464
215358,163485,"",2465
215366,163485,"",2466
215405,151052,Salish,2467
215405,287782,Hinkley,2468
215423,193253,Policeman,2469
215534,121538,Rafterman,2470
215537,26352,Dickie,2471
215545,131240,"Ashley Wilkes",2472
215586,276085,"Sal the Geep",2473
215595,58542,"Rev. Hatley",2474
215595,62076,"Irate farmer at council meeti",2475
215595,70404,Sheriff,2476
215634,129439,"Timothy Walker",2477
215643,121538,Marine,2478
215646,123572,"Judge Broomfield",2479
215848,182955,"Officer #2 at Hollywood Stati",2480
215933,131240,"Yankee businessman",2481
215990,54726,"Henchman #1",2482
216033,123572,Adjutant,2483
216069,163288,Zeke,2484
216213,86282,"Count Dracula/Policeman Gabor",2485
216347,176711,"Young 88 (Spanked Boy)",2486
216473,289109,"Czech Wehrmacht Soldier",2487
216580,33848,"Private Investigator, Justin ",2488
216866,17676,"Principal Davis",2489
216936,121538,Marine,2490
217107,342384,"Plump Businessman",2491
217399,306032,"Gypsy Man",2492
217405,26352,Sly/Whit,2493
217448,85669,"Police sergeant",2494
217524,153985,"Blake's Henchman",2495
217640,290070,"Brinnlitz Gestapo agent",2496
217656,302696,"Member of quartet",2497
217663,12937,"Wolfgang Amadeus Mozart",2498
217669,291698,"Cab Driver",2499
217874,163288,Policeman,2500
217955,37057,"Little Brave",2501
217965,26352,"",2502
217994,117874,"Young Forrest Gump",2503
218003,113504,Bruce,2504
218040,159172,"German Officer at Hitler Rall",2505
218199,97342,Carnie,2506
218199,200521,"Craig Hansen",2507
218381,113504,Dentist,2508
218388,131665,"NSA Agent",2509
218660,324371,"Gen Corp. Guard",2510
218850,131240,"Yankee deserter",2511
218857,289109,"Pvt. Roger Michaelson",2512
218876,10830,Kane,2513
218917,211506,Grandson,2514
219002,270971,"Himself (announcer, third Rob",2515
219168,62076,"Noah Cross",2516
219321,40199,Bartender,2517
219343,123572,"Police Sergeant",2518
219379,134672,"",2519
219666,159172,"Young Henry",2520
219848,56044,"Prosperous Man",2521
219848,221130,"Hopper's butler",2522
219882,12937,"Czechoslovakian actor",2523
220339,112290,Lou,2524
220416,241141,Thug,2525
220639,70391,"John 'Johnny' Van Owen",2526
220700,156234,Pianist,2527
220780,190166,"Wiseguy/Stan (Loretta)/Harry ",2528
220780,218599,"Dead Collector/Peasant 1/Sir ",2529
220891,271915,"Shuri Kurogane",2530
221038,308396,Dancer,2531
221265,319516,Archie,2532
221266,319516,Archie,2533
221671,131780,Spider,2534
221767,221130,"Sen. Fernwick",2535
221785,165961,Townsperson,2536
221843,307913,Waiter,2537
222045,130358,"Yellow Teeth",2538
222046,130358,"Yellow Teeth",2539
222054,216964,"Cafe patron",2540
222054,221130,Committeeman,2541
222055,64729,Politician,2542
222203,190166,"A weedy Samaritan",2543
222203,218599,"First Monk/Singing Minstrel/P",2544
222207,289109,"MP Lieutenant",2545
222212,54726,"Tunnel of Love Attendant",2546
222504,14110,"Dr. Strobel",2547
222843,11440,"Ginger, the Cook",2548
222947,306032,Referee,2549
222980,289558,"Cuban refugee",2550
223497,289558,"Hector the Toad",2551
223688,271915,"Mondo Naganuma",2552
223758,156234,Novelist,2553
223814,290070,"Marcel Goldberg",2554
223944,97342,"Cooper's Father",2555
224062,319181,Boy,2556
224236,117874,"Pvt. Dallas (from Phoenix)",2557
224436,117874,"Black Panther",2558
224581,30431,"",2559
224707,235062,"Security guard at auction",2560
224765,313479,Ewok,2561
224859,117874,"Discharge Officer",2562
224922,129439,"Billie's Dancer",2563
225014,131780,"Stacks Edwards",2564
225014,267038,"Jules Winnfield",2565
225060,1711,Ape,2566
225072,235676,"District Attorney",2567
225147,129185,"Senator Gracchus",2568
225272,131780,Bruce,2569
225313,241141,"Young Max/David Bailey",2570
225698,159172,"WWI Ace",2571
225742,324371,"Future Inhabitant",2572
225755,33923,Simonides,2573
225769,123572,"Sardar Patel",2574
226219,346949,"Skinny Dubois",2575
226260,40199,Leon,2576
226288,70404,Carr,2577
226403,291698,"George, Library Night Guard",2578
226488,306032,Sol,2579
226656,64729,"Ward Heeler",2580
226656,216964,"Assembly line foreman",2581
226872,200521,"Young Jimmy Gator",2582
227196,12937,"Czechoslovakian actor",2583
227488,221130,"Sen. Byron",2584
227724,56304,"Commissioner Bales",2585
227761,54726,"FBI Plain Clothes",2586
227874,289558,"Little Boy at Pool",2587
227906,266574,"Norma Bates",2588
227921,230151,"Arthur Zangwill",2589
228158,200521,"Burt Ramsey/Narrator",2590
228171,32178,"Monsieur D'Arque",2591
228364,121538,"Crazy Earl",2592
228387,324371,"Destroyed Future Inhabitant",2593
228412,218415,"Additional Voice",2594
228526,26352,"",2595
228537,342384,Thug,2596
228648,12937,Leporello,2597
228824,184978,Pilot,2598
228876,62076,Policeman,2599
228876,230151,"TV Stage Manager",2600
228924,159172,"Officer at Castle",2601
228941,131240,"Yankee on street",2602
228965,280803,Correspondent,2603
228980,86274,Cameraman,2604
229349,62076,"Claude Mulvihill",2605
229730,70404,Wickerman,2606
229781,64833,Newsboy,2607
229844,123572,"Village Leader",2608
229861,123572,"Manilal Gandhi",2609
229874,239851,"",2610
229975,54726,"Luther #1",2611
229975,337166,"T.V. Announcer",2612
230619,54726,"Officer Gunther Toody",2613
230819,186439,Gasim,2614
230832,123572,"Police Superintendant",2615
230866,198435,"Blind beggar",2616
230866,212097,"Working man who causes explos",2617
230929,193253,"Barfly Jack",2618
230973,313478,"Imperial Officer (Cpt. Bewil)",2619
231079,280270,"",2620
231142,235062,Waiter,2621
231237,144861,"First old timer on hotel porc",2622
231254,289109,"Shore Party Radioman",2623
231352,120528,Dancer,2624
231352,127627,"Beach Dancer",2625
231394,200521,Dixon,2626
231528,316323,"Mortons' butler",2627
231650,232275,"",2628
231719,117874,Himself,2629
231905,257459,Junior,2630
231928,97342,"Kurt 'Crush' Bunyon",2631
231978,308396,"",2632
231993,218599,"Girl in Castle Anthrax",2633
232005,289109,"Pvt. Brad Lewis",2634
232021,319181,"First assistant director",2635
232238,17760,"L.A. Policeman",2636
232487,117874,"Club Patron",2637
232757,117874,"Boy with Cross",2638
232858,221130,"Pageboy Richard Jones",2639
232934,18498,"Don Franco",2640
232985,313479,Ewok,2641
233019,352639,Coroner,2642
233082,92616,"Lt. Lothar Zogg",2643
233082,313478,"Darth Vader",2644
233082,313479,"Darth Vader",2645
233108,12937,"Emperor Joseph II",2646
233240,56304,"Pat Webb",2647
233251,324371,Sheriff,2648
233300,313478,"Imperial Officer (Cmdr. Nemet",2649
233402,200521,Worm,2650
233486,313479,Ewok,2651
233583,342384,Zoologist,2652
233624,190166,"Mandy Cohen/Colin/Simon the H",2653
233624,218599,"Dennis's Mother/Sir Bedevere/",2654
233669,313479,Ewok,2655
233693,193253,"Big Chris",2656
233693,306032,"Bullet Tooth Tony",2657
233988,328277,"Pickup truck driver",2658
234019,1711,Ape,2659
234269,131240,"Jonas Wilkerson (the overseer",2660
234309,270971,Jeweler,2661
234353,129439,"Billie's Band Member",2662
234395,289558,"Car salesman",2663
234424,163288,"Bus passenger",2664
234463,123572,"Hindu Youth in Calcutta Stree",2665
234475,346949,Bucky,2666
234487,319181,"Police lieutenant",2667
234872,224842,"Fight scene",2668
234922,30182,Barney,2669
235073,30959,"Narrows Bridge Cop",2670
235260,306032,"Micheal (Diamond Man)",2671
235276,18960,"The Tutor (Redux version only",2672
235703,290070,"Russian officer",2673
235791,193253,Gordon,2674
235860,62076,"Barney (the barber)",2675
236628,290070,"Man in pharmacy",2676
236856,58542,Lawyer,2677
236863,30431,"Prince of Tübingen",2678
236863,271095,"Colonel Dietrich",2679
237143,312963,Stalker,2680
237494,159172,"Hatay Tank Gunner",2681
237692,312934,"Geneva man",2682
237702,221130,"Himself (broadcaster)",2683
237720,319516,Petrov,2684
237796,371844,"Seibei Follower",2685
238369,163288,"Radio announcer",2686
238369,163485,"Building & Loan depositor",2687
238369,221130,Reporter,2688
238382,257459,Tony,2689
238437,235062,"",2690
238490,156234,"Mitsuo Watanabe, Kanji's son",2691
238591,342384,"X-Ray Doctor",2692
238653,337307,"The Newscaster",2693
238928,97342,"Randall 'Zonk' Cszonka",2694
239046,123572,"Rich Merchant",2695
239071,123572,"Hindu Youth in Calcutta Stree",2696
239186,123572,Pyarelal,2697
239410,346949,"Thirsty Thurston",2698
239489,198435,"",2699
239853,17760,"Rehearsal Director",2700
239936,163288,"Oscar Shapeley",2701
239937,163485,"Harry Bailey",2702
240104,70404,Dynamite,2703
240253,302696,Kid,2704
240277,10920,"Pvt. Spunkmeyer",2705
240350,123572,Apte,2706
240702,169942,"Max Perkins (UP reproter)",2707
240755,271915,"Kageyu Ikoma",2708
240780,271915,"Koyata Hatakeyama",2709
240780,371844,"Ronin Kobuhachi",2710
240939,86274,Soundman,2711
241059,156234,Yakuza,2712
241059,371844,"Inokichi, Ushitora's rotund b",2713
241164,280270,Drunk,2714
241342,46169,Craig,2715
241440,271915,"",2716
241557,371844,"Seibei, brothel operator",2717
241581,64729,"Orchestra Leader",2718
241592,12937,"Count Orsini-Rosenberg",2719
241685,276085,"Donut Cop",2720
241700,319516,Kahuna,2721
241792,326155,"Soap Opera Man",2722
241906,30959,"",2723
241985,13978,"Cameron Alexander",2724
242021,163485,"Tom (building & loan deposito",2725
242027,18960,"Kilgore's gunner",2726
242045,221130,Editor,2727
242111,15936,"Lloyd Burke",2728
242111,163485,Angel,2729
242185,319181,Himself,2730
