id,first_name,last_name,gender
179668,Justin,Gorence,M
179749,Demetri,Goritsas,M
179906,Romo,Gorrara,M
179928,Frank,Gorshin,M
180149,Thom,"Gossom Jr.",M
180212,Richard,Goteri,M
180230,Heinrich,Gotho,M
180306,Roland,Gotti,M
180316,"Carl (I)",Gottlieb,M
180452,Lloyd,Gough,M
180480,Auguste,Gouiran,M
180499,Paul,Goulart,M
180508,Alexander,Gould,M
180512,Bill,Gould,M
180540,Elliott,Gould,M
180541,"Eric (I)",Gould,M
180586,Ross,Gould,M
180610,Nigel,Goulding,M
180617,Alain,Goulem,M
180792,"David (I)",Gow,M
180843,Peter,Gowland,M
180845,Milton,Gowman,M
181102,Mark,Graciale,M
181212,Allan,Graf,M
181316,"Bill (I)",Graham,M
181384,"Fred (I)",Graham,M
181402,Herschel,Graham,M
181512,"Stephen (I)",Graham,M
181517,Tim,Graham,M
181749,Isaac,Grand,M
181901,Farley,Granger,M
182013,"Bob (III)",Grant,M
182028,Cary,Grant,M
182155,Nat,Grant,M
182165,"Paul (I)",Grant,M
182193,Salim,Grant,M
182578,"Peter (I)",Graves,M
182657,"Billy (II)",Gray,M
182782,"Joe (I)",Gray,M
182987,Mark,Grayton,M
183012,Michaelangelo,Graziano,M
183174,Michael,Greco,M
183308,Colton,Green,M
183450,"Johnny (V)",Green,M
183481,"Lars (II)",Green,M
183772,Barry,Greene,M
183860,"Jon E.",Greene,M
183894,"Peter (I)",Greene,M
184068,Sydney,Greenstreet,M
184070,Alex,Greenwald,M
184076,"Sanford E.",Greenwald,M
184089,Tom,Greenway,M
184167,Geremiah,Greer,M
184178,Matthew,Greer,M
184190,Zachary,Greer,M
184235,Bradley,Gregg,M
184237,Clark,Gregg,M
184634,Zach,Grenier,M
184754,Duff,Grey,M
184890,Dominick,Grieco,M
185099,S.A.,Griffin,M
185103,"Steve (I)",Griffin,M
185177,"Hugh (I)",Griffith,M
185211,Raymond,Griffith,M
185218,Steven,Griffith,M
185265,"Richard (I)",Griffiths,M
185621,Nikolai,Grinko,M
185661,Miro,Grisa,M
185663,"Brazil Joseph","Grisaffi III",M
185677,Yvon,Grise,M
185826,"Charles (I)",Grodin,M
186117,Gene,Gross,M
186142,"Michael (I)",Gross,M
186148,Otto,Gross,M
186266,"Ted (I)",Grossman,M
186334,Stephan,Grothgar,M
186410,Danny,Grover,M
186432,Stanley,Grover,M
186474,Russell,Grower,M
186613,Gregory,Grudt,M
187020,Gustaf,"Gründgens",M
187136,Jose,Guanchez,M
187154,Dominic,Guard,M
187155,Kit,Guard,M
187203,Justin,Guarini,M
187569,Castulo,Guerra,M
187733,Rudy,Guerrero,M
187743,"Álvaro",Guerrero,M
188095,Martin,Guigui,M
188144,"Paul (II)",Guilfoyle,M
188193,Robert,Guillaume,M
188411,Alec,Guinness,M
188463,Tom,Guiry,M
188640,Sean,Gullette,M
188683,Karel,Gult,M
188900,Moses,Gunn,M
189068,"Rahul (I)",Gupta,M
189080,"Subhash (I)",Gupta,M
189318,"Paul E.",Guskin,M
189962,Luis,"Guzmán",M
190134,Jack,Gwillim,M
190161,Fred,Gwynne,M
190221,Jake,Gyllenhaal,M
191278,Mike,Haberecht,M
191335,Michael,Haboush,M
191385,George,Hackathorne,M
191476,Gene,Hackman,M
191512,"Günther",Hadank,M
191851,Shane,Hagan,M
192135,Frank,Hagney,M
192145,Dean,Hagopian,M
192157,Tony,Hague,M
192284,Jeff,Haig,M
192342,Corey,Haim,M
192454,Jester,Hairston,M
192732,"Alan (I)",Hale,M
192749,Creighton,Hale,M
192776,"Jonathan (I)",Hale,M
192796,"Richard (II)",Hale,M
192859,"Haven Earl",Haley,M
192961,Arch,"Hall Jr.",M
192969,Arch,"Hall Sr.",M
192976,"Albert (I)",Hall,M
192978,"Alex (I)",Hall,M
192999,Arthur,Hall,M
193119,"Eddie (I)",Hall,M
193204,"Joe (III)",Hall,M
193225,"Joseph (II)",Hall,M
193293,"Nelson (I)",Hall,M
193313,"Philip Baker",Hall,M
193316,Porter,Hall,M
193371,Sherry,Hall,M
193432,"William (II)",Hall,M
193572,Russell,Halley,M
193666,John,Halloran,M
193730,"Günther Maria",Halmer,M
193860,Charles,Halton,M
193995,Craig,Hamann,M
194025,Duffy,Hambleton,M
194118,Roger,Hamel,M
194181,"Mark (I)",Hamill,M
194183,Mike,Hamill,M
194220,C.,Hamilton,M
194231,"Chuck (I)",Hamilton,M
194299,Hunter,Hamilton,M
194327,"John F.",Hamilton,M
194349,Lonnie,Hamilton,M
194366,"Murray (I)",Hamilton,M
194683,"Charles (I)",Hammond,M
194812,Walter,Hampden,M
195174,Thomas,Handley,M
195193,Steve,Hands,M
195218,Jacob,Handy,M
195228,Zachary,Handy,M
195384,Larry,Hankin,M
195417,Jim,Hanks,M
195428,Tom,Hanks,M
195497,Peter,Hanly,M
195625,Zach,Hanner,M
195707,Bill,Hanrahan,M
195801,"Carl Eric",Hansen,M
195900,"Jed L.",Hansen,M
195951,Larry,Hansen,M
196015,"Randy (I)",Hansen,M
196132,Halder,Hanson,M
196155,Luke,Hanson,M
196165,"Paul (II)",Hanson,M
196193,Steve,Hanson,M
196201,"Tom (I)",Hanson,M
196375,Ernest,Harada,M
196618,Crofton,Hardester,M
196646,Terrence,Hardiman,M
196662,Jerry,Hardin,M
196729,"John Glenn",Harding,M
196853,Cedric,Hardwicke,M
196890,George,Hardy,M
196896,J.J.,Hardy,M
196975,Lumsden,Hare,M
196983,Will,Hare,M
196997,Dorian,Harewood,M
197090,Jy,Hariss,M
197159,Bob,Harks,M
197260,Peter,Harlowe,M
197485,"Frank (I)",Harper,M
197529,Rand,Harper,M
197533,"Robert (I)",Harper,M
197548,Sean,Harper,M
197703,"Adam (I)",Harrington,M
197705,Al,Harrington,M
197710,Buck,Harrington,M
197758,Peter,Harrington,M
197824,Baxter,Harris,M
197859,"Chris (I)",Harris,M
197954,"George (II)",Harris,M
198005,"James B.",Harris,M
198087,Leland,Harris,M
198090,"Leonard (II)",Harris,M
198178,"R. Keith",Harris,M
198198,"Richard (I)",Harris,M
198204,Ricky,Harris,M
198243,"Sam (II)",Harris,M
198403,"George (I)",Harrison,M
198499,"Robert (I)",Harrison,M
198687,"Bob (II)",Hart,M
198727,"Derek (II)",Hart,M
198761,"Harold 'Tommy'",Hart,M
198904,Jerry,Harte,M
198922,Charles,Harter,M
199164,Josh,Hartnett,M
199193,"Jimmy Dale",Hartsell,M
199290,"Barry C.",Harvard,M
199348,Forrester,Harvey,M
199368,"Harry (II)",Harvey,M
199408,Lew,Harvey,M
199445,"Phil (I)",Harvey,M
199470,"Simon (I)",Harvey,M
199474,Ted,Harvey,M
199534,Stewart,Harwood,M
199843,Tamer,Hassan,M
199915,Ray,Hassett,M
200155,"John (I)",Hathaway,M
200362,Rutger,Hauer,M
200466,"Herbert C.","Hauls Jr.",M
200525,Cole,Hauser,M
200578,Jerry,Hausner,M
200895,Jack,Hawkins,M
200904,Jimmy,Hawkins,M
200942,Ross,Hawkins,M
200989,"Brian (I)",Hawley,M
200993,"James (I)",Hawley,M
201013,Phil,Hawn,M
201049,Nigel,Hawthorne,M
201166,"Miki (I)",Hayashi,M
201214,Dennis,Hayden,M
201221,Harry,Hayden,M
201222,James,Hayden,M
201256,Sterling,Hayden,M
201301,Barry,Hayes,M
201354,"Edward (I)",Hayes,M
201448,Phil,Hayes,M
201490,"Tony (II)",Hayes,M
201541,Johnny,Haymer,M
201563,Blair,Haynes,M
201685,Dennis,Haysbert,M
201922,Anthony,Head,M
201936,Kenneth,Head,M
202045,Pat,Healy,M
202117,Edward,Hearn,M
202122,George,Hearn,M
202184,Claude,Heater,M
202443,Kim,Hector,M
202517,Robin,Hedgeland,M
202552,Jack,Hedley,M
202699,Norm,Heffron,M
202905,Brian,Heighton,M
203346,"Gerald Alexander",Held,M
203362,John,Heldabrand,M
203471,"Sébastian",Hell,M
203532,"Chip (I)",Heller,M
203727,Tom,Helmore,M
203902,"Edward L.",Hemmer,M
203928,David,Hemmings,M
204331,Timothy,Hendrickson,M
204388,Len,Hendry,M
204493,Christopher,Henn,M
204621,Pat,Henning,M
204660,Paul,Henreid,M
204719,Lance,Henriksen,M
204833,Duncan,Henry,M
204845,Gregg,Henry,M
204980,Brandon,Henschel,M
205020,Zach,Hensler,M
205121,Richard,Henzel,M
205176,Bernard,Hepton,M
205211,Lenny,Herb,M
205383,Andrew,Herd,M
205401,Laurence,Herder,M
205554,Ad,Herman,M
205588,James,Herman,M
205617,"Paul (I)",Herman,M
205634,Stanley,Herman,M
206142,"Rafael (I)","Hernández",M
206325,"Henry (III)",Herrera,M
206338,Jonathan,Herrera,M
206431,Anthony,Herrick,M
206439,Joseph,Herrick,M
206451,Damon,Herriman,M
206644,Miles,Herter,M
206648,"Harold G.",Herthum,M
206715,Jason,Hervey,M
206863,Joe,Heslip,M
207002,Charlton,Heston,M
207058,Rami,Heuberger,M
207178,"Jerry Joseph",Hewitt,M
207190,Paul,Hewitt,M
207195,Sean,Hewitt,M
207222,Thomas,Hewson,M
207258,"Louis Jean",Heydt,M
207373,Herbert,Heywood,M
207426,Stephen,Hibbert,M
207520,"Paul (I)",Hickey,M
207555,Darryl,Hickman,M
207563,"Howard C.",Hickman,M
207608,Chuck,Hicks,M
207644,"Kevin (I)",Hicks,M
207649,Leonard,Hicks,M
207665,"Peter (I)",Hicks,M
207747,Bokuzen,Hidari,M
207847,Robert,Higden,M
207869,Anthony,Higgins,M
207878,Brett,Higgins,M
207879,"Brian (II)",Higgins,M
207903,"George (I)",Higgins,M
207984,"Richard (I)",Higgs,M
208265,Al,Hill,M
208287,Bernard,Hill,M
208327,"Craig (I)",Hill,M
208660,David,Hillenbrand,M
208661,Scott,Hillenbrand,M
208682,John,Hillerman,M
208931,Shinichi,Himori,M
208983,Bill,Hindley,M
208991,Heinz,Hindrich,M
209002,Nandu,Hinds,M
209005,"Samuel S.",Hinds,M
209006,Scott,Hinds,M
209041,"David (I)",Hines,M
209054,Harry,Hines,M
209069,Patrick,Hines,M
209103,Pat,Hingle,M
209482,Shoichi,Hirose,M
209719,Tim,Hiser,M
209729,Scott,Hislop,M
209748,"Alfred (I)",Hitchcock,M
209755,Edward,Hitchcock,M
209765,Richard,Hitchcock,M
209790,Henry,Hite,M
209799,Adolf,Hitler,M
209815,Bobby,Hitt,M
210144,Sid,Hoare,M
210153,"Jerome Patrick",Hoban,M
210175,Johnnie,"Hobbs Jr.",M
210341,Peter,Hock,M
210452,"John (I)",Hodge,M
210510,John,Hodges,M
210515,Kenneth,Hodges,M
210534,Tom,Hodges,M
210554,Russell,Hodgkinson,M
210566,Leyland,Hodgson,M
210579,Keith,Hodiak,M
210699,Albert,Hoermann,M
210928,"Mark (I)",Hoffman,M
210953,"Philip Seymour",Hoffman,M
210962,"Robert (X)",Hoffman,M
211027,"Michael Z.",Hoffmann,M
211175,Dick,Hogan,M
211188,Hulk,Hogan,M
211209,Liam,Hogan,M
211245,Trevor,Hogan,M
211261,Luke,Hogdal,M
211379,Greg,Hohn,M
211427,Dennis,Holahan,M
211557,"Larry (I)",Holden,M
211590,"William (I)",Holden,M
211786,Barrie,Holland,M
211857,"John (I)",Holland,M
211872,"Matt (I)",Holland,M
211903,Slawomir,Holland,M
211935,Jack,Hollander,M
212016,Bert,Holliday,M
212027,Frank,Holliday,M
212113,"John (I)",Hollis,M
212193,Josef,Holloway,M
212283,Ian,Holm,M
212348,Harry,Holman,M
212581,Stuart,Holmes,M
212760,"Charles (I)",Holt,M
212765,Collins,Holt,M
212795,"Jason (II)",Holt,M
212824,Ricky,Holt,M
213195,James,Hong,M
213419,"Ted (I)",Hook,M
213555,William,Hootkins,M
213607,Bob,Hope,M
213646,William,Hope,M
213676,Barry,Hopkins,M
213744,"Paul (I)",Hopkins,M
213815,Dennis,Hopper,M
213816,"E. Mason",Hopper,M
213875,Peter,Horak,M
213908,Michael,Hordern,M
214155,John,Horne,M
214300,Ryszard,Horowitz,M
214412,Bernard,Horsfall,M
214423,John,Horsley,M
214528,"Russell (I)",Horton,M
214725,Bob,Hoskins,M
214812,John,Hostetter,M
214902,John,Houchin,M
214973,Andrew,Houghton,M
214990,Shep,Houghton,M
215052,Djimon,Hounsou,M
215078,Billy,House,M
215081,"Dale E.",House,M
215112,Stephen,House,M
215160,Howard,"Houston Jr.",M
215190,Gary,Houston,M
215312,Michael,Hovinga,M
215331,Keith,How,M
215357,Arliss,Howard,M
215358,Art,Howard,M
215366,Bert,Howard,M
215405,Clint,Howard,M
215423,"Derek (II)",Howard,M
215534,"Kevyn Major",Howard,M
215537,Kyle,Howard,M
215545,"Leslie (I)",Howard,M
215586,"Peter (IV)",Howard,M
215595,Rance,Howard,M
215634,"Terrence Dashon",Howard,M
215643,Tony,Howard,M
215646,"Trevor (I)",Howard,M
215848,Norman,Howell,M
215933,Olin,Howland,M
215990,Terry,Howson,M
216033,William,Hoyland,M
216069,Arthur,Hoyt,M
216213,Chaba,Hrotko,M
216347,Xiaohui,Hu,M
216473,Martin,Hub,M
216580,Arthur,Huber,M
216866,Ernie,Hudson,M
216936,"Steve (II)",Hudson,M
217107,Franklin,Huffman,M
217399,"Michael (VII)",Hughes,M
217405,Miko,Hughes,M
217448,"Robin (I)",Hughes,M
217524,Mauritz,Hugo,M
217640,Tadeusz,Huk,M
217656,Don,Hulbert,M
217663,Tom,Hulce,M
217669,Endre,Hules,M
217874,Harry,Hume,M
217955,Joseph,Humphrey,M
217965,Nick,Humphrey,M
217994,"Michael Conner",Humphreys,M
218003,Barry,Humphries,M
218040,Paul,Humpoletz,M
218199,"Brad (I)",Hunt,M
218381,"Bill (I)",Hunter,M
218388,Bruce,Hunter,M
218660,Teague,Hunziker,M
218850,"Paul (I)",Hurst,M
218857,Ryan,Hurst,M
218876,John,Hurt,M
218917,"Mark (II)",Hurtado,M
219002,Ted,Husing,M
219168,"John (I)",Huston,M
219321,"Tom (I)",Hutchinson,M
219343,Ken,Hutchison,M
219379,Grady,Hutt,M
219666,Alex,Hyde-White,M
219848,Olaf,Hytten,M
219882,Karel,"Hábl",M
220339,Peter,Iacangelo,M
220416,Bruno,Iannone,M
220639,Vanilla,Ice,M
220700,Toshiyuki,Ichimura,M
220780,Eric,Idle,M
220891,Hisashi,Igawa,M
221038,Smiljevic,Igor,M
221265,Max,Iles,M
221266,Michael,Iles,M
221671,Michael,Imperioli,M
221767,John,Ince,M
221785,Duncan,Inches,M
221843,John,Indrisano,M
222045,Jon,Ingolosby,M
222046,Sean,Ingolosby,M
222054,"Lloyd (I)",Ingraham,M
222055,Mitchell,Ingraham,M
222203,Neil,Innes,M
222207,James,Innes-Smith,M
222212,Doug,Innis,M
222504,Aharon,"Ipalé",M
222843,"William (I)",Irving,M
222947,Ronald,Isaac,M
222980,Troy,Isaacs,M
223497,Al,Israel,M
223688,Toshiya,Ito,M
223758,"Yûnosuke","Itô",M
223814,Mark,Ivanir,M
223944,Stan,Ivar,M
224062,Tommy,Ivo,M
224236,Aaron,Izbicki,M
224436,Michael,Jace,M
224581,"Barry (I)",Jackson,M
224707,Eugene,Jackson,M
224765,"J.J. (III)",Jackson,M
224859,Lazarus,Jackson,M
224922,"Mike (VII)",Jackson,M
225014,"Samuel L.",Jackson,M
225060,"Tony (I)",Jackson,M
225072,"Warren (I)",Jackson,M
225147,Derek,Jacobi,M
225272,"Mark Evan",Jacobs,M
225313,Rusty,Jacobs,M
225698,Frederick,Jaeger,M
225742,Douglas,Jaffe,M
225755,"Sam (I)",Jaffe,M
225769,Saeed,Jaffrey,M
226219,"Anthony (I)",James,M
226260,"Brion (I)",James,M
226288,Clifton,James,M
226403,Hawthorne,James,M
226488,Lennie,James,M
226656,"Walter (I)",James,M
226872,Thomas,Jane,M
227196,Atka,Janouskova,M
227488,Frank,Jaquet,M
227724,Andy,Jarrell,M
227761,Phillip,Jarrett,M
227874,Richard,Jasen,M
227906,Paul,Jasmin,M
227921,Mitchell,Jason,M
228158,Ricky,Jay,M
228171,Tony,Jay,M
228364,Kieron,Jecchinis,M
228387,Johnny,Jedrzejewski,M
228412,"Marc John",Jefferies,M
228526,Myles,Jeffrey,M
228537,Chuck,Jeffreys,M
228648,Zdenek,Jelen,M
228824,"Eric (II)",Jenkins,M
228876,"Paul (I)",Jenkins,M
228924,Chris,Jenkinson,M
228941,Si,Jenks,M
228965,Adam,Jennette,M
228980,"Bob (II)",Jennings,M
229349,"Roy (I)",Jenson,M
229730,James,Jeter,M
229781,Austen,Jewell,M
229844,"Rama Kant",Jha,M
229861,Avpar,Jhita,M
229874,Dae-han,Ji,M
229975,Penn,Jillette,M
230619,David,Johansen,M
230819,I.S.,Johar,M
230832,Barry,John,M
230866,Georg,John,M
230929,Danny,John-Jules,M
230973,Milton,Johns,M
231079,"Arnold (I)",Johnson,M
231142,"Bobby (I)",Johnson,M
231237,Chubby,Johnson,M
231254,"Corey (I)",Johnson,M
231352,Dondraico,Johnson,M
231394,Emmanuel,Johnson,M
231528,"J. Louis",Johnson,M
231650,"Ken (I)",Johnson,M
231719,"Lyndon (I)",Johnson,M
231905,"Reggie (I)",Johnson,M
231928,"Rick (I)",Johnson,M
231978,"Ryan (I)",Johnson,M
231993,"Sandy (I)",Johnson,M
232005,"Shane (I)",Johnson,M
232021,"Stan (I)",Johnson,M
232238,"John Dennis",Johnston,M
232487,Mike,Jolly,M
232757,"Christopher (II)",Jones,M
232858,Dickie,Jones,M
232934,"Frank (V)",Jones,M
232985,Glynn,Jones,M
233019,"Henry (I)",Jones,M
233082,"James Earl",Jones,M
233108,"Jeffrey (I)",Jones,M
233240,L.Q.,Jones,M
233251,"Lee D.",Jones,M
233300,"Mark (II)",Jones,M
233402,Orlando,Jones,M
233486,"Richard (VII)",Jones,M
233583,"Simon (I)",Jones,M
233624,"Terry (I)",Jones,M
233669,"Trevor (II)",Jones,M
233693,Vinnie,Jones,M
233988,"J. Rob",Jordan,M
234019,"John (X)",Jordan,M
234269,"Victor (I)",Jory,M
234309,Allen,Joseph,M
234353,Joel,Joseph,M
234395,"Ronald G.",Joseph,M
234424,Sam,Josephson,M
234463,Shreedhar,Joshi,M
234475,Larry,Joshua,M
234487,Howard,Joslin,M
234872,"John (IX)",Joyce,M
234922,"David (I)",Joyner,M
235073,"John (III)",Judd,M
235260,Chuck,Julian,M
235276,"Robert (II)",Julian,M
235703,Jan,Jurewicz,M
235791,Bal,Jusar,M
235860,George,Justin,M
236628,Piotr,Kadlcik,M
236856,Charles,Kahlenberg,M
236863,Wolf,Kahler,M
237143,Aleksandr,Kajdanovsky,M
237494,Stefan,Kalipha,M
237692,Erwin,Kalser,M
237702,H.V.,Kaltenborn,M
237720,Alexander,Kalugin,M
237796,Fumiyoshi,Kamagaya,M
238369,"Eddie (I)",Kane,M
238382,Ivan,Kane,M
238437,Sid,Kane,M
238490,Nobuo,Kaneko,M
238591,Stan,Kang,M
238653,Gary,Kanin,M
238928,Curt,Kaplan,M
239046,Gulshan,Kapoor,M
239071,Pren,Kapoor,M
239186,Pankaj,Kapur,M
239410,Sam,Karas,M
239489,Albert,Karchow,M
239853,Michael,Karm,M
239936,Roscoe,Karns,M
239937,Todd,Karns,M
240104,Buck,Kartalian,M
240253,David,Kasday,M
240277,Daniel,Kash,M
240350,Vijay,Kashyap,M
240702,Bernard,Kates,M
240755,"Kazuo (I)",Kato,M
240780,Takeshi,Kato,M
240939,"David (I)",Katz,M
241059,"Daisuke (I)","Katô",M
241164,Lloyd,Kaufman,M
241342,"John (I)",Kavanagh,M
241440,Hanbei,Kawai,M
241557,"Seizaburô",Kawazu,M
241581,Arthur,Kay,M
241592,Charles,Kay,M
241685,Michael,Kaycheck,M
241700,"David (I)",Kaye,M
241792,Beau,Kayser,M
241906,John,Kazek,M
241985,Stacy,Keach,M
242021,Edward,Keane,M
242027,"James (I)",Keane,M
242045,"Robert Emmett",Keane,M
242111,"Joseph (I)",Kearns,M
242185,Buster,Keaton,M
242342,Arthur,Keegan,M
242405,Willie,Keeler,M
242717,Tilo,Keiner,M
242760,Harvey,Keitel,M
242809,"Kevin (I)",Keith,M
242821,Paul,Keith,M
242845,"Warren (I)",Keith,M
242903,Peter,Keleghan,M
242942,Chris,Kell,M
242968,J.D.,Kelleher,M
243039,"Jim (III)",Keller,M
243380,"Gene (I)",Kelly,M
243383,"George (II)",Kelly,M
243418,"James (V)",Kelly,M
243428,"Jason (III)",Kelly,M
243473,"Kevin (I)",Kelly,M
243553,"Phil (I)",Kelly,M
243618,"Ted (I)",Kelly,M
243636,"Tommy (I)",Kelly,M
243656,Leonard,Kelly-Young,M
243807,Michael,Kemmerling,M
243870,"Kenner G.",Kemp,M
243884,"Paul (I)",Kemp,M
243897,"Tom (I)",Kemp,M
244025,Kenneth,Kendall,M
244187,"Arthur (I)",Kennedy,M
244246,George,Kennedy,M
244272,Jamie,Kennedy,M
244292,"John F.",Kennedy,M
244351,"Mike (VI)",Kennedy,M
244363,"Patrick (IV)",Kennedy,M
244402,"Robert F.",Kennedy,M
244432,"Tom (I)",Kennedy,M
244538,Colin,Kenny,M
244555,"Ken (II)",Kenny,M
244610,"Carl (I)",Kent,M
244787,Jimmy,Keogh,M
244814,Werner,Kepich,M
244852,Nicholas,Kepros,M
244892,Ken,Kercheval,M
245028,Georges,Kern,M
245158,"Donald (I)",Kerr,M
245218,"Patrick (I)",Kerr,M
245268,J.M.,Kerrigan,M
245471,Maximillian,Kesmodel,M
245502,Andrew,Kessler,M
245591,"Dwight P.",Ketchum,M
246041,Daryl,Khan,M
246614,"Joseph M.",Khoury,M
246616,"Mufid M.",Khoury,M
246749,Guy,Kibbee,M
246753,Milton,Kibbee,M
246914,Richard,Kiel,M
246989,Tyde,Kierney,M
247033,Daniel,Kiewit,M
247195,David,Kilde,M
247347,Frank,Killmond,M
247370,Val,Kilmer,M
247608,"Joon B.",Kim,M
247780,"Su-hyeon (II)",Kim,M
247882,Edward,Kimball,M
247938,Matthew,Kimbrough,M
247979,Kenneth,Kimmins,M
248007,Isao,Kimura,M
248021,Sakae,Kimura,M
248195,"Alan (I)",King,M
248433,"Joe (I)",King,M
248743,Craig,Kingsbury,M
248756,Ben,Kingsley,M
248868,Andre,Kinney,M
248968,Leonid,Kinskey,M
249105,Bruce,Kirby,M
249125,"George (II)",Kirby,M
249137,Kevin,Kirby,M
249181,W.,Kirby,M
249291,Nadao,Kirino,M
249300,James,Kiriyama-Lem,M
249467,Bruce,Kirkpatrick,M
249624,Jesse,Kirtzman,M
249940,Kazuki,Kitamura,M
250392,Wojciech,Klata,M
250481,Martin,Klebba,M
250725,Rudolf,Klein-Rogge,M
250853,Werner,Klemperer,M
251115,Kurt,Klinger,M
251166,"Evan J.",Klisser,M
251359,Jack,Klugman,M
251485,Charles,Knapp,M
251777,"Jack (II)",Knight,M
251874,"Ted (I)",Knight,M
251960,Charles,Knode,M
252459,Makoto,Kobori,M
252728,Stanislaw,Koczanowicz,M
252744,Kenji,Kodama,M
252984,Fumio,Kogushi,M
253040,Gary,Kohler,M
253527,Scott,Kolk,M
253597,Allan,Kolman,M
253675,Mitch,Kolpan,M
253779,Wieslaw,Komasa,M
254093,Tex,Konig,M
254167,Shabtai,Konorti,M
254198,Sebastian,Konrad,M
254375,Robert,Koons,M
254433,Henry,Kope,M
254447,Gil,Kopel,M
254633,Yuri,Korchenko,M
254763,Harmony,Korine,M
255441,Adam,Koster,M
255450,Shepard,Koster,M
255484,Ye.,Kostin,M
255743,Yaphet,Kotto,M
255881,Pat,Kouri,M
256240,"Edward (I)",Kowalczyk,M
256489,Leopold,Kozlowski,M
256491,Maciej,Kozlowski,M
256498,Steven,Kozlowski,M
256501,Zbigniew,Kozlowski,M
256643,Jonathan,Kraft,M
256645,Kevin,Kraft,M
256772,Rolf,Kralovitz,M
256833,Hubert,Kramer,M
256839,"Jeffrey (I)",Kramer,M
256905,Wright,Kramer,M
256962,Robert,Krantz,M
256972,Charlie,Kranz,M
256973,Fran,Kranz,M
257110,Leos,Kratochvil,M
257329,Kamil,Krawiec,M
257369,Jeffrey,Krebs,M
257405,"Hermann (I)",Krehan,M
257418,Martin,Kreidt,M
257605,Thomas,Kretschmann,M
257612,Ladislav,Kretschmer,M
257813,Steven,Kriozere,M
257870,Mark,Kriski,M
258362,Vladimir,Krousky,M
258486,Otto,Kruger,M
258565,Eberhard,Krumschmidt,M
258737,"Jirí","Krytinár",M
258771,Radoslaw,Krzyzowski,M
258862,Hardy,"Krüger",M
259066,Stanley,Kubrick,M
259111,Radka,Kucharova,M
259217,Bill,Kuehl,M
259219,Walter,Kuehle,M
259379,Mickey,Kuhn,M
259631,Mark,Kulik,M
259791,Aswani,Kumar,M
260069,Jun,Kunimura,M
260208,Irv,Kupcinet,M
260427,Michael,Kuroiwa,M
260619,Naoya,Kusakawa,M
260621,Akio,Kusama,M
260737,Naomi,Kusumi,M
260914,Jan,Kuzelka,M
261066,Craig,Kvinsland,M
261146,Grzegorz,Kwas,M
261960,Joe,"La Due",M
262168,Charles,"La Torre",M
262505,Patrick,LaBrecque,M
262611,"Aaron Michael",Lacey,M
262636,"Ronald (I)",Lacey,M
262719,Herndon,Lackey,M
262723,Paul,Lackey,M
262753,Joe,Lacoco,M
262871,Don,LaDaga,M
262881,"Alan (I)",Ladd,M
263045,Patrick,Laffan,M
263349,Shreeram,Lagoo,M
263493,Larin,Lahr,M
263765,Don,Lake,M
263859,Joe,Lala,M
263927,"Brian (I)",Lally,M
263943,"Mike (I)",Lally,M
264162,Phil,LaMarr,M
264354,Mel,Lambert,M
264373,Pharaoh,Lambert,M
264387,Steven,Lambert,M
264558,Sean,Lamming,M
264583,"Duncan (I)",Lamont,M
264672,Friedrich,Lampe,M
264801,Burt,Lancaster,M
264854,Richard,Lance,M
264946,Noah,Land,M
264995,Martin,Landau,M
265057,Alan,Landers,M
265062,Harry,Landers,M
265070,Matt,Landers,M
265128,"Dan (I)",Landin,M
265195,Harold,Landon,M
265231,Nelson,Landrieu,M
265279,Rob,Landry,M
265287,Sylvain,Landry,M
265340,A.B.,Lane,M
265347,Arthur,Lane,M
265359,"Charles (I)",Lane,M
265454,"Michael Earl",Lane,M
265610,"Howard (II)",Lang,M
265670,Stevenson,Lang,M
265926,Chris,Langham,M
266368,Rob,Lanza,M
267040,Scott,LaRose,M
267058,Frank,Larrabee,M
267668,Zane,Lasky,M
267682,Tommy,Lasorda,M
267726,Sam,Lasseter,M
267734,Sydney,Lassick,M
267964,George,Latka,M
268236,Dino,Laudicina,M
268316,Charles,Laughton,M
268356,Perc,Launders,M
269068,"John Phillip",Law,M
269196,Sean,Lawlor,M
269207,Mordecai,Lawner,M
269261,Colin,Lawrence,M
269342,"Jay (I)",Lawrence,M
269396,"Mark Christopher",Lawrence,M
269469,"Tom (I)",Lawrence,M
269536,Denis,Lawson,M
269615,Chas,Lawther,M
269989,Brian,"Le Baron",M
270244,Paul,"Le Mat",M
270253,John,"Le Mesurier",M
270383,Lloyd,"Le Vasseur",M
270527,Richard,Leaf,M
270556,Damien,Leake,M
270620,"David (I)",Lean,M
270686,Nolan,Leary,M
270724,Scotty,Leavenworth,M
270728,Huggy,Leaver,M
270734,David,Leavitt,M
270841,Gene,LeBell,M
270889,Matt,LeBlanc,M
270935,Stanley,Lebor,M
271237,Frederick,Ledebur,M
271245,Erwin,Leder,M
271410,"Alan (I)",Lee,M
272299,Seung-jin,Lee,M
272347,Swim,Lee,M
272479,"Richard (I)",Leech,M
272500,Peter,Leeds,M
272501,Phil,Leeds,M
272557,John,Lees,M
272569,Kurth,Leeser,M
272581,Tony,Leete,M
272853,David,Legeno,M
272895,Connor,Leggett,M
272897,Griffin,Leggett,M
272987,Alan,Legros,M
273027,Robert,Leh,M
273338,George,Leigh,M
273506,David,Leitch,M
